565567	1	67	1	kosicky kraj, kosice - okolie	2012-03-12 18:15:00.0	2012-01-30 00:00:00.0	19	152 cm, 49 kg, dobre	neurobim	anglicky, taliansky, japonsky, spanielsky, rusky madarski , nemecky	pc hry, sex	v kuchyni pri stole, pri svieckach s partnerom, v dobrej restauracii, v posteli	nemam ziadne	stredni	vyborny	hnede	cierne	kratke	zakladne	cervena, zelena, modra, zlta, biela	nefajcim	nepijem	ryby	dobreho priatela, priatelku, sexualneho partnera	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	laskou mojho zivota, hlavne dobry milenec	slobodny(a)	nemam	null	akcne, komedie, horory, dramy, romanticke, historicke	doma z gauca, u priatela, priatelky	disko, rock, rap, hip-hop	v aute, na posteli, s partnerom, na diskoteke	null	slovenskej, indickej, talianskej, mexickej, francuzskej, greckej	null	pravidelne	futbal, hokej, basketbal, auto-moto sporty, volejbal	bojove sporty, futbal	zakladna skola	rozpravky, literaturu faktu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
863747	1	38	1	nitriansky kraj, topolcany	2012-05-01 00:23:00.0	2007-05-26 00:00:00.0	22	172 cm, 66 kg	null	piatok ho neovladam	piatooook	null	mam kocura misa	vysportovana, najkrajsia aku si viete predstavit :-)	vyborny	modre, piatok cervene	null	null	null	null	null	pijem nekdy......sklenku	vodnar	null	null	null	zena :-))	null	null	null	null	null	co sa da pocuvat	null	sa ist zabavit niekde s kamosmi	zjem vsetko	null	null	futbal	auto-moto sporty, futbal, hadzana, hokej, tenis	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
42244	0	48	0	trenciansky kraj, dubnica nad vahom	2012-05-25 13:07:00.0	2007-07-15 00:00:00.0	30	null	null	null	sportovanie, cestovanie, turistika, praca s pc, pc hry, surfovanie po webe, pocuvanie hudby, pozeranie filmov, tancovanie, varenie, jedlo, priatelia, spanie, stanovanie	pri telke, pri svieckach s partnerom, v prirode, z partnerovho bruska	mam psa	null	null	null	null	null	null	biela, cierna, modra, ruzova	nefajcim	abstinent	blizenci	dobreho priatela, priatelku, niekoho na chatovanie	v laske som sa sklamal(a), preto som velmi opatrny(a)	sex mozem mat iba s niekym, koho dobre poznam	mojou chybajucou polovickou	zadana	null	v buducnosti chcem mat deti	akcne, komedie, romanticke, serialy, zahadne, mysteriozne, fantasy, rodinne	doma z gauca	disko, house, techno, pop, rap, muzikaly, folk a country	na posteli, s partnerom, kedykolvek a kdekolvek	zhasnut svetla a meditovat, nieco dobre uvarit, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, surfovat na sieti a chatovat, pri svieckach s partnerom	slovenskej, talianskej, cinskej	null	null	null	null	null	necitam knihy	null	<div> <a title="vstup do klubu" href="/klub/djmirec">dee-jay mirec</a> &bull;  <a title="vstup do klubu" href="/klub/bez-hudby-to-nejde-d">bez hudby to nejde :d</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1228464	0	62	0	trnavsky kraj, dunajska streda	2011-12-14 19:07:00.0	2011-11-18 00:00:00.0	34	164 cm, 57 kg	elarusitono vagyok, nagyon szeretem a munkam	magyar, szlovak, de meg a nemetnek neki kellene allni	citanie, pocuvanie hudby, pozeranie filmov, kino, spanie, nakupovanie	pri svieckach s partnerom	nemam ziadne	mam stihlu postavu, egy dekat sem tudok felszedni, azt hiszem, orokre ilyen maradok	8 eves koromtol szemuveget hordok, mar nem tudnak nelkule letezni	hnede	hnede, melirozott	null	stredoskolske	zelena, a zoldet szeretem, mert az a termeszet szine	fajcim prilezitostne	nem szeretem az alkoholt	panna	dobreho priatela, priatelku, vaznu znamost	v laske som sa sklamal(a), preto som velmi opatrny(a)	null	laskou mojho zivota	slobodny(a)	van egy 16 eves lanyom es egy 10 eves fiam	null	akcne, komedie, romanticke, dokumentarne, rodinne	v kine, doma z gauca	disko, hitparadovky, pop, rap, muzikaly	na posteli, s partnerom	ist do kina alebo divadla, pocuvat dobru hudbu, pozerat dobry film v tv, citat dobru knihu, pri svieckach s partnerom	talianskej	null	ja na koncerty nechodim	null	null	ekonomiat tanultam nagymegyeren	rozpravky, historicke romany, cudzojazycnu literaturu, odbornu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1292105	0	16	0	trenciansky kraj, banovce nad bebravou	2012-05-25 19:01:00.0	2010-06-11 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/zivot-neni-fer-x">zivot neni fer...x/</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/sexi-baculky">sexi baculky</a> </div>	null	null	null	null	null	null	null	null	null	null	null	
723396	1	69	1	bratislavsky kraj, senec	2012-05-18 23:18:00.0	2004-11-29 00:00:00.0	24	175 cm, 65 kg, inak vyzeram ako clovek... :)	sluzieb a obchodu	anglicky, (len trosku) a samozrejme ten svoj :p	sportovanie, surfovanie po webe, pocuvanie hudby, priatelia, sex, a samozrejme auta&#43;tuning	pri telke, z partnerovho bruska, a v tanieri samozrejme...	mam psa...jack rusela :)	priemerna, mozno aj trochu vysportovana, ale to musia posudit ini	vyborny, len ked je tma tak nic nevidim...	hnede, okolo su biele :)	hnede, v dectve boli blond... :)	kratke, meni sa to z roka na rok... :)	ucnovske, aj s maturitou :)	biela, cervena, cierna, modra, to podla nalady :)	fajcim pravidelne, ale snazim sa prestat :)	pijem prilezitostne, prilezitost sa najde kazdy den :)	byk, v cinskom som drak...	dobreho priatela, priatelku, proste spoznavat novych ludi...	v laske som sa sklamal(a), preto som velmi opatrny(a), laska je ako slza...rodi sa v oku a klesa ku srdcu... :)	nedokazem mat s niekym sex bez lasky	laskou mojho zivota, a hlavne holka... :)	mam vazny vztah	stacia 2 ne???	v buducnosti chcem mat deti	akcne, horory, komedie, zahadne, mysteriozne, vojnove, eroticke, oblubujem filmy s jackie chanom	doma z gauca, s popcornom v ruke	disko, rap, oldies, vypocujem si skoro vsetko ale hip-hop je asi moja srdcovka :)	na posteli, s partnerom, v dobrom podniku	pocuvat dobru hudbu, pozerat dobry film v tv, pri svieckach s partnerom	slovenskej, mexickej, a hlavne s tej nasej...	null	ja na koncerty nechodim, bol som iba na wu tang-u	auto-moto sporty, bojove sporty, hokej, posilnovanie, davnejsie som cvicil karate	auto-moto sporty, bojove sporty, hokej, z hokeja len ms alebo me	null	o zabave, hry, humor, len take casopisy...	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
984268	1	78	0	presovsky kraj, vranov nad toplou	2012-05-25 19:05:00.0	2009-02-13 00:00:00.0	16	156 cm, 61 kg	studujem	anglicky, rusky, a trochu aj slovensky :d	 sportovanie, cestovanie, pc hry, pozeranie filmov, spanie, nakupovanie, stanovanie, fotografovanie, praca s pc, surfovanie po webe, pocuvanie hudby, kino, priatelia, chodenie do muzei, domace prace, chovatelstvo................ a este to moje carbanie do zositov  ked sa mam v skole ucit :d	pri telke, v kuchyni na stole :d..	mam macku, mam rybky, mam psa a sestru	priemerna	(ne)nosim okuliare	modra	spinavy blond	dlhe	zakladne	zelena, cervena, zlta, modra, biela, cierna, oranzova, ruzova, hneda, fialova	nefajcim	abstinent	vahy	dobreho priatela,  niekoho na pokec , udrzujem vztahy s priatelmi	v laske vidim zmysel zivota	to skutocne zalezi len na okolnostiach	moj najlepsi priatel	slobodna	v buducnosti chcem mat deti	null	no sicko mozne  :    akcne, komedie, serialy, zahadne, mysteriozne, rodinne, horory, sci-fi, kasove trhaky, romanticke, historicke, dokumentarne, dramy :d	doma z gauca, v kine, u priatela, priatelky	no takmer vsetko az na par vynimiek .. a to myslim vazne :d	na posteli, kedykolvek a kdekolvek, v aute, pri chodzi	ist do kina alebo divadla, s kamaratmi do baru, pocuvat dobru hudbu, surfovat na sieti a chatovat	made in slovakia   :)	<div> <a title="vstup do klubu" href="/klub/anti-skola">anti skola !!!!!!!!!!&shy;!!!!</a> </div>	ako keby tu nejake boli :d	lyzovanie, pingpong, basketbal, behanie, bedminton, bowling	hokej	student	hlavne z mojej kniznice :)	<div> <a title="vstup do klubu" href="/klub/zijem-zivot-s-bohom-1">--- zijem zivot s bohom ---</a> &bull;  <a title="vstup do klubu" href="/klub/boh-chce-aby-ludia-zili">boh chce aby ludia zili .......:) :) :)</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/nefajcim-a-nepijem">nefajcim a nepijem, k zivotu to nepotrebuj&shy;em! :)</a> </div>	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/gymnazium-c-daxnera-88-vranov-n-toplou">gymnazium c.daxnera 88,vranov n/toplou</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/renevals-studio">renevals studio</a> </div>	null	null	null	null	
1624373	1	12	0	bratislavsky kraj, bratislava - ostatne	2012-05-14 19:13:00.0	2011-11-06 00:00:00.0	14	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
159033	1	22	0	kosicky kraj, trebisov	2012-02-04 23:02:00.0	2004-04-26 00:00:00.0	23	null	null	null	null	null	null	null	null	zelene	hnede	null	null	null	nefajcim	null	ryby	null	null	null	null	slobodny(a)	null	null	null	null	null	null	null	null	null	null	null	null	vysoka skola	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
236100	1	60	0	trnavsky kraj, skalica	2012-05-20 16:09:00.0	2007-03-11 00:00:00.0	24	165 cm, 60 kg	null	anglicky, nemecky, malicko...	sportovanie, cestovanie, turistika, praca s pc, pocuvanie hudby, jedlo, kino, spanie	pri telke, pri svieckach s partnerom, v dobrej restauracii, v prirode, v posteli, z partnerovho bruska	null	priemerna	vyborny	hnede	ako kedy. vacsinou blond melir	rovne	null	biela, cervena, ruzova	null	pijem prilezitostne	rak	asi nic dobre tu nenajdem	v laske vidim zmysel zivota, ale musi byt obojstranna	null	mojou chybajucou polovickou, a niekto s kym budem  stastna...	slobodny(a)	ziadne	v buducnosti chcem mat deti, minimalne 2	horory, komedie, zahadne, mysteriozne	v kine, u priatela, priatelky	z kazdeho rozku trosku	kedykolvek a kdekolvek	ked sa stane nieco zle, pijete, aby ste na to zabudli; ked sa prihodi nieco dobre, pijete, aby ste to oslavili; a ked sa nestane nic, pijete, aby sa nieco stalo.	slovenskej, francuzskej, talianskej, greckej, cinskej, indickej, japonskej, mexickej, papam vsetko	null	ja na koncerty nechodim	bedminton, behanie, kolieskove korcule, plavanie,  ale nejak to neprehanam...	behanie, bezkovanie, bojove sporty, lyzovanie, plavanie, snowboarding	null	o zabave, hry, humor, odbornu literaturu, psychologicku literaturu, rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1567474	0	12	1	bratislavsky kraj, bratislava - petrzalka	2012-05-25 03:42:00.0	2011-06-10 00:00:00.0	20	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
262332	1	57	0	bratislavsky kraj, malacky	2012-05-24 17:24:00.0	2007-01-10 00:00:00.0	18	165 cm, 48 kg	null	anglicky, nemecky	praca s pc, pocuvanie hudby, pozeranie filmov, tancovanie, kupalisko, priatelia, nakupovanie	pri telke, v dobrej restauracii	nemam ziadne	priemerna	vyborny	modre	cervene	rovne, dlhe	zakladne	cervena, cierna	nefajcim	abstinent	baran	niekoho na chatovanie, dobreho priatela, priatelku	nie je nic lepsie, ako byt zamilovany(a)	null	laskou mojho zivota	null	null	null	akcne, komedie, romanticke, fantasy, historicke, dramy	v kine, doma z gauca, u priatela, priatelky, doma-dvd	disko, hitparadovky, rock, pop	kedykolvek a kdekolvek	zhasnut svetla a meditovat, ist do kina alebo divadla, pocuvat dobru hudbu, pozerat dobry film v tv, citat dobru knihu, surfovat na sieti a chatovat	slovenskej, talianskej	null	null	lyzovanie, plavanie, bedminton	null	null	historicke romany, zivotopisne a pamate	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1029836	1	12	0	presovsky kraj, poprad	2012-05-25 22:34:00.0	2003-06-20 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1282666	1	52	1	zahranicie, zahranicie - gb	2012-04-15 00:05:00.0	2011-01-19 00:00:00.0	24	178 cm, 89 kg, normalni	vypoctovej techniky, elektrotechniky	francuzsky, spanielsky, polsky, rusky, nemecky, anglicky, taliansky	praca s pc,work,work,work	null	null	vysportovana	vyborny	modre, sive	hnede	kucerave	bakalarske	cervena, zelena	uz nefajcim	pijem prilezitostne	vodnar	dlhodoby seriozny vztah, vaznu znamost, dobreho priatela, priatelku, niekoho na chatovanie	null	null	null	null	null	null	null	v kine, u priatela, priatelky, doma z gauca	disko, hitparadovky, house, techno, pop, hip-hop, klasicka hudba, opery	kedykolvek a kdekolvek, s partnerom	pri svieckach s partnerom	null	null	zriedkavo	auto-moto sporty, basketbal, behanie, horolezectvo, korculovanie, kolieskove korcule, plavanie, snowboarding, surfing, tenis	null	security officer	odbornu literaturu, literaturu pre rozvoj osobnosti, technicku literaturu, pocitacovu literaturu	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
914497	0	12	0	zahranicie, zahranicie - ostatne	2012-05-25 21:47:00.0	2009-06-28 00:00:00.0	49	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
997535	1	55	1	banskobystricky kraj, banska bystrica	2012-03-08 20:18:00.0	2004-11-16 00:00:00.0	27	null	dopravy	null	pc hry, pocuvanie hudby, pozeranie filmov, tancovanie, diskoteky, party, priatelia	kludne aj pri telke ked som sam	uz nic	tak trosku pri sebe	vyborny	modre	blond ale vacsinou ziadne	kratke	stredoskolske, ale som sa natrapil	cervena	fajcim pravidelne	pijem ked je dvovod.	blizenci	udrzujem vztahy s priatelmi	.ed clovek stretne tu pravu lasku mal by sa jej uplne oddat a tak sa aj spravat , v laske vidim zmysel zivota	null	mojou chybajucou polovickou,verny ,uprimny vo vsetkom ale uplne vo vsetkom,aby mal pochopenie a bol oporou pre toho druheho a zaroven aj najlepsi priatel	mam vazny vztah a mam tu najlepsiu priatelku  na celom svete.je proste skvela je jedinecna.mam v nej neskutocnu podporu,je to najlepsie a najkrajsie co ma v zivote zatial stretlo.nesmierne ju milujem a nezmeni sa to.	null	v buducnosti chcem mat deti	akcne, horory, komedie, serialy, dokumentarne, vojnove, historicke, kasove trhaky	uplne vsade mne to jedno	null	null	nerozculovat sa.	slovenskej	null	null	posilnovanie	null	elektromechanik vysokoprudovyich zariadeni:	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1615412	1	31	0	zahranicie, zahranicie - ostatne	2012-05-21 12:06:00.0	2010-11-11 00:00:00.0	0	150 cm, 31 kg	null	null	null	null	null	tak trosku pri sebe, velka a pekna	vyborny	null	null	null	null	null	null	null	byk	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/lucia-je-fajn">lucia je fajn</a> &bull;  <a title="vstup do klubu" href="/klub/lluki">lluki</a> &bull;  <a title="vstup do klubu" href="/klub/lluki-lehocki">lluki lehocki</a> &bull;  <a title="vstup do klubu" href="/klub/je-den-125">je den 125</a> &bull;  <a title="vstup do klubu" href="/klub/super-star-je-najlepsia">super star  je najlepsia</a> </div>	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/s-r-o-swistov-a-swistuliek">s.r.o-swis&shy;tov a swistuliek</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/laska-je-len-vtedy-prava-ked-su-v-jednom-srdci-dvaja-2">laska je len vtedy prava,ked su v jednom srdci dvaja ! ;)</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/cely-pokec-napchame-do-tohto-klubu">cely pokec napchame do tohto klubu!</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/2-a-trieda">2.a. trieda</a> </div>	<div> <a title="vstup do klubu" href="/klub/vili">vili</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/antifacebook-company">antifacebo&shy;ok company</a> &bull;  <a title="vstup do klubu" href="/klub/ha-ha-ha-sranda">ha ha ha  sranda</a> &bull;  <a title="vstup do klubu" href="/klub/kdo-si-misli-ze-martin-harich-je-superstar-nech-sa-prida-do-klubu-a-kdo-si-misli-ze-neni-superstar-nech-ide-pocuvat-toho-fetaka-michala-sepsa">♥♥♥ kdo si misli ze martin harich je superstar nech sa prida do klubu ! a kdo si misli ze neni superstar nech ide pocuvat toho fetaka michala sepsa !!!</a> </div>	
