paperId:ID(Paper),title
0205275,"Open String Field Theory around Universal Solutions"
9510036,"Axial Couplings on the World-Line"
9607012,"Completeness of Bethes states for generalized $XXZ$ model, II"
0205221,"Finite Factorization equations and Sum Rules for BPS correlators in N=4 SYM theory"
9810185,"A Note on the BPS Spectrum of the Matrix Model"
9507171,"Gravitational Interactions of integrable models"
9209041,"Matrix models without scaling limit"
9810224,"Black Holes and the Super Yang-Mills diagram II"
0203182,"kappa-Deformations of D=4 Weyl and Conformal Symmetries"
0105169,"QCD, Wicks Theorem for KdV $au$-functions and the String Equation"
9807088,"Gauge parameter dependence in the background field gauge and the construction of an invariant charge"
9711088,"Trace and chiral anomalies in string and ordinary field theory from Feynman diagrams for nonlinear sigma models"
0112155,"New Superembeddings for Type II Superstrings"
0004005,"Various Modified Solutions of the Randall-Sundrum Model with the Gauss-Bonnet Interaction"
0005164,"String Junctions in B Field Background"
0005002,"The no-ghost theorem for string theory in curved backgrounds with a flat timelike direction"
9306157,"Elliptic Genera and the Landau-Ginzburg Approach to N=2 Orbifolds"
9605063,"Backreaction on Moving Mirrors and Black Hole Radiation"
0208093,"Comment on time-variation of fundamental constants"
9804165,"Principles of Discrete Time Mechanics: V The Quantisation of Maxwells Equations"
9303026,"Degenerations of Sklyanin algebra and Askey-Wilson polynomials"
0011264,"On the supersymmetric non-abelian Born-Infeld action"
9510098,"BPS Saturated Dyonic Black Holes of $N=8$ Supergravity Vacua"
0206091,"String backgrounds and LCFT"
0201176,"Absorption cross section in de Sitter space"
9301018,"Characters in Conformal Field Theories from Thermodynamic Bethe Ansatz"
9706147,"The Riemann-Hilbert problem associated with the quantum Nonlinear Schrodinger equation"
9910169,"The graceful exit in pre-big bang string cosmology"
9610020,"Perturbative Tamm-Dancoff Renormalization"
9503103,"On Some Aspects of Linear Connections in Noncommutative Geometry"
9806118,"Wigner functions in covariant and single-time formulations"
9804081,"Nahm Equations and Boundary Conditions"
9305183,"Finite-Dimensional Representations of the Quantum Superalgebra U$_{q}$[gl(2/2)]: I Typical representations at generic $q$"
0207153,"A manifestly gauge invariant exact renormalization group"
9306150,"Uniformization theory and 2D gravity I Liouville action and intersection numbers"
0304228,"Duality for symmetric second rank tensors II The linearized gravitational field"
9603073,"Picard-Fuchs Equations and Prepotentials in $N=2$ Supersymmetric QCD"
9611119,"Orientifold and F-theory Duals of CHL Strings"
9512063,"Some properties of unstable monopoles in Super-QCD"
9207054,"Quantum Field Theory in Spaces with Closed Time-Like Curves"
9608181,"Thermalization and Lyapunov Exponents in the Yang-Mills-Higgs Theory"
9809025,"The Glue Around Quarks and the Interquark Potential"
9605022,"Complete zeta-function approach to the electromagnetic Casimir effect for spheres and circles"
0102104,"Dual theories for mixed symmetry fields Spin-two case: (1,1) versus (2,1) Young symmetry type fields"
0002227,"Crystallographic Orbifolds: Towards a Classification of Unitary Conformal Field Theories with Central Charge c = 2"
9811172,"Four-point functions in N=4 supersymmetric Yang-Mills theory at two loops"
9512200,"Curvature Induced Phase Transition in a Four-Fermion Theory Using the Weak Curvature Expansion"
9802006,"Critical Phenomena, Strings, and Interfaces"
0205212,"The cosmological constant, neutrino masses and parity symmetry in 6+1 dimensions"
0101202,"Non-Abelian vacua in D=5, N=4 gauged supergravity"
9904047,"Winding Number Transition at Finite Temperature : Mottola-Wipf model with and without Skyrme term"
9512163,"Bargmann-Michel-Telegdi equation and one-particle relativistic approach"
0301050,"Exceptional Groups and Physics"
0112263,"Geometric (pre)quantization in the polysymplectic approach to field theory"
0110276,"Macroscopic properties of A-statistics"
9902043,"Probing D0-D6 Black Hole Configuration: 2-Loop Matrix Theory Correction to D0-Brane Effective Action"
0112244,"SUSY Breaking by stable non-BPS configurations"
0010251,"Fluxons and Exact BPS Solitons in Non-Commutative Gauge Theory"
9810141,"Semigroup extensions of isometry groups of flat spacetimes compactified over lightlike lattices"
9707147,"Anyon Statistics and the Witten Index"
9406060,"Asymptotic Solutions to the Quantized Knizhnik-Zamolodchikov Equation and Bethe Vectors"
0104015,"Pulse Propagation in Born-Infeld Theory, the World Volume Equivalence Principle and the Hagedorn-like Equation of State of the Chaplygin Gas"
9604090,"Supergravity Domain Walls"
0205283,"BPS Solutions of Noncommutative Gauge Theories in Four and Eight Dimensions"
9611142,"Conformal Phase Transition in Gauge Theories"
9710161,"Renormalisation Flow and Geodesics on the Moduli Space of Four Dimensional N=2 Supersymmetric Yang-Mills Theory"
9205054,"Aspects of N=2 Super-W_n Strings"
0303044,"Plane waves and spacelike infinity"
9702171,"The Weyl Theory of Fundamental Interactions: Is CPT violated?"
9907033,"On Alternate Derivation of Type IIB Matrix Model"
0205258,"Penrose Limits and Non-local theories"
0201218,"Vertex Operators in IIB Matrix Model"
0104201,"Braneworld Flattening by a Cosmological Constant"
0112060,"On the Wilson loop in the dual representation within the dual Higgs model with dual Dirac strings"
9908012,"The Hamiltonians of Linear Quantum Fields: II Classically Positive Hamiltonians"
9502119,"KALUZA-KLEIN BLACK HOLES WITHIN HETEROTIC STRING THEORY ON A TORUS"
0111039,"On the Failure of Spin-Statistics Connection in Quantum Gravity"
9409085,"Path-Integral bosonization of a non-local interaction and its application to the study of 1-d many-body systems"
0003284,"Temperature of D3-branes off extremality"
9707023,"The Spinning Membrane and Skyrmions Revisited"
9510127,"Two-dimensional extremal black holes"
0106055,"Branes Wrapped on Coassociative Cycles"
9308132,"BRST model applied to symplectic geometry"
9704029,"Membrane Scattering with M-Momentum Transfer"
0304190,"Two-point correlation functions of scaling fields in the Dirac theory on the Poincare disk"
0205073,"Instanton corrections to the effective action of the CHL string and its type I dual"
0211118,"Non-Kaehler String Backgrounds and their Five Torsion Classes"
0106228,"Quantum corrections to the kinetic term in the Randall-Sundrum model"
9302064,"q-deformed superconformal algebra on quantum superspace"
9508110,"Generalizations of the Andrews-Bressoud Identities for the $N=1$ Superconformal Model $SM(2,4u)$"
9811174,"Sonoluminescence and the Dynamical Casimir Effect"
0205273,"First order gauge field theories from a superfield formulation"
9910244,"Black Hole Thermodynamics and Two-Dimensional Dilaton Gravity Theory"
0103149,"Supersymmetry and the Systematics of T-duality Rotations in Type-II Superstring Theories"
0202084,"Vector Bundle Moduli and Small Instanton Transitions"
9805054,"Bogomolnyi Bounds and the Supersymmetric Born-Infeld Theory"
0002004,"Collapsing D-branes in one-parameter models and small/large radius duality"
9412133,"Fractional Supersymmetry"
9403066,"Combinatorial quantization of the Hamiltonian Chern-Simons theory I"
9910099,"Holography, a covariant c-function, and the geometry of the renormalization group"
9608080,"The Role of Fermions in Bubble Nucleation"
9906207,"Picard-Fuchs Equations and Whitham Hierarchy in N=2 Supersymmetric SU(r+1) Yang-Mills Theory"
9710183,"The Casimir-Aharonov-Bohm effect?"
9706182,"String-Orthogonal Polynomials, String equations, and 2-Toda symmetries"
9802193,"New N=1 Supersymmetric 3-dimensional Superstring Vacua from U-manifolds"
0301026,"Ricci-flat Metrics with U(1) Action and the Dirichlet Boundary-value Problem in Riemannian Quantum Gravity and Isoperimetric Inequalities"
9901130,"SL(4,R) generating symmetry in five-dimensional gravity coupled to dilaton and three-form"
0108231,"Construction of Low-Energy Effective Action in N=4 Super Yang-Mills Theories"
9602138,"Higher-Dimensional Integrable Systems from Multilinear Evolution Equations"
0102141,"Some Consequences of Noncommutative Worldsheet of Superstring"
9804084,"World-Sheet formulation of M theory"
0211246,"Three-Loop Yang-Mills beta-Function via the Covariant Background Field Method"
9504123,"Really Computing Non-perturbative Real Time Correlation Functions"
0110163,"The Concept of a J-string and its Application for the Computation of the Planck Length and the Planck Mass"
9310014,"The WZNW model by a perturbation of Wittens conformal solution"
0302018,"On Abelian Multi-Chern-Simons Field Theories"
0204081,"On the Geometry and Mass of Static, Asymptotically AdS Spacetimes, and the Uniqueness of the AdS Soliton"
9803258,"The non-abelian BFFT formalism for the collective coordinates quantization of the SU(2) Skyrme model"
0205170,"Extended multiplet structure in Logarithmic Conformal Field Theories"
0201148,"Casimir Effects in Renormalizable Quantum Field Theories"
9801152,"Stability analysis and absorption cross-section in three-dimensional black string"
9909118,"Confinement, solitons and the equivalence between the sine-Gordon and massive Thirring models"
9305067,"Thermodynamic q-Distributions That Arent"
9405136,"Continous Spins in 2D Gravity: Chiral Vertex Operators and Local Fields"
9607011,"A note on brane tension and M-theory"
9205113,"Low-Lying States of the Six-Dimensional Fractional Superstring"
9705147,"Loss of quantum coherence through scattering off virtual black holes"
0010034,"String field theory at large B-field and noncommutative geometry"
0110184,"On the universality class of the conifold"
0210057,"D-Branes and Derived Categories"
9604079,"The Structure of Conserved Charges in Open Spin Chains"
9808064,"Space-Time Quantization and Matrix Model"
0207038,"Nonsmoothness of the boundary and the relevant heat kernel coefficients"
0208146,"Localized anomalies in heterotic orbifolds"
9508037,"Old and New Fields on Super Riemann Surfaces"
0303056,"Multi-loop Feynman integrals and conformal quantum mechanics"
0001112,"A Cosmological Mechanism for Stabilizing Moduli"
9910027,"Finite temperature gluon self-energy in a class of temporal gauges"
0011175,"Gaussian and Mean Field Approximations for Reduced Yang-Mills Integrals"
9810117,"Gauge Consistent Wilson Renormalization Group II: Non-Abelian Case"
0212263,"Flop Transitions in M-theory Cosmology"
9709169,"Vacuum-Bounded States and the Entropy of Black Hole Evaporation"
0105311,"Seiberg-Witten Transforms of Noncommutative Solitons"
0103106,"General Matter Coupled N=4 Gauged Supergravity in Five Dimensions"
9706062,"Exact Renormalization Group for O(4) Gauged Supergravity"
9308001,"``Theory of Theories Approach to String Theory"
0204088,"Finite temperature corrections in 2d integrable models"
0010116,"Super Yang-Mills Operators from the D3-brane Action in a Curved Background"
9409192,"Distributive Laws and the Koszulness"
0209199,"5 Dimensional Spacetime with q-deformed Extra Space"
0303029,"Asymptotic quasinormal modes of Reissner-Nordstrm and Kerr black holes"
0303157,"A comment on multiple vacua, particle production and the time dependent AdS/CFT correspondence"
9911042,"On the geometry of non-trivially embedded branes"
9610136,"Gauge Symmetry of the Heat-Kernel and Anomaly Formulas"
9802130,"Prepotentials and Riemann surfaces"
0201093,"Reverse geometric engineering of singularities"
9707260,"Lattice Tests of Supersymmetric Yang-Mills Theory?"
9511206,"On Quantum Cohomology Rings for Hypersurfaces in $CP^{N-1}$"
9410196,"On the Universality of Nonperturbative effects in Stabilized 2D Quantum Gravity"
9211115,"Generalising the staircase models"
9510181,"Magnetic Solutions to 2+1 Gravity"
9303163,"Comment on Operator Algebra in Chern-Simons Theory on a Torus"
9403180,"On the Multilevel Field--Antifield Formalism with the Most General Lagrangian Hypergauges"
9707058,"Supersymmetry and the Chiral Schwinger Model"
0101234,"The radion in brane cosmology"
9310141,"Finite temperature effective potential on hyperbolic spacetimes"
9601085,"Dyons and S-Duality in N=4 Supersymmetric Gauge Theory"
9707051,"Tensor Constructions of Open String Theories II: Vector bundles, D-branes and orientifold groups"
0006182,"Exact Solutions of the SU(2) Yang-Mills-Higgs Theory"
0211275,"Topological interpretation of Dirac equation and geometrization of physical interactions"
9705085,"A Remark on the Effective Description of Topological Defects"
0203046,"Dyonic Black Holes with String-Loop Corrections"
9904167,"Exact spectrum and partition function of SU(m|n) supersymmetric Polychronakos model"
0008094,"Dualization of non-Abelian BF model"
9601154,"Black hole entropy: statistical mechanics agrees thermodynamics"
0108053,"A thick shell Casimir effect"
9701058,"Transformation of second-class into first-class constraints in supersymmetric theories"
9306018,"Graph Rings and Integrable Perturbations of $N=2$ Superconformal Theories"
0112241,"A Gauge-Invariant Color Charge in QCD"
0201117,"Scattering amplitudes and thermal temperatures of the Schwarzschild-de Sitter black holes"
9302080,"Information Consumption by Reissner-Nordstrom Black Holes"
0212073,"Reply to Comment on One loop renormalization of soliton quantum mass corrections in (1+1)-dimensional scalar field theory models (hep-th/0211149)"
9610162,"Mirror Symmetry, N=1 Superpotentials and Tensionless Strings on Calabi-Yau Four-Folds"
9808131,"Counting higher genus curves in a Calabi-Yau manifold"
0208120,"Deconstruction and Gauge Theories in AdS_5"
9210160,"Coset Models Obtained by Twisting WZW Models and Stringy Charged Black Holes in Four Dimensions"
9411068,"Trace Anomalies and Cocycles of Weyl and Diffeomorphisms Groups"
0201097,"Lorentz Violation at One Loop"
0005097,"Light-cone formulation and spin spectra of massive strings"
0001006,"Questions in quantum physics: a personal view"
9804070,"Anomalous Gauge Theories with Antisymmetric Tensor Fields"
9505093,"Supersymmetric Two Boson Equation, Its Reductions and the Nonstandard Supersymmetric KP Hierarchy"
0205009,"Graviton localization and Newton law for a dS_4 brane in 5D bulk"
9709005,"Space-time Uncertainty Principle from Breakdown of Topological Symmetry"
0304021,"Low-Energy Theorem Approach to One-Particle Singularity in QED{2+1}"
9712154,"About Symmetries in Physics"
9710031,"Notes on Heterotic Compactifications"
9507133,"Clifford Algebraic Remark on the Mandelbrot Set of Two--Component Number Systems"
9406141,"Form Factors of 2-D Integrable Models Using Radial Quantization"
0107126,"Dilaton spacetimes with a Liouville potential"
9705061,"Exact solutions in two-dimensional string cosmology with back reaction"
9310008,"String Loop Threshold Corrections reak For ${f Z}_N$ Coxeter Orbifolds"
0203215,"Hadronic string, conformal invariance and chiral symmetry"
9711007,"Worldline Superfield Actions for N=2 Superparticles"
9602135,"Entropy and Temperature of Black 3-Branes"
9906177,"Dilatonic Probe, Force Balance and Gyromagnetic Ratio"
0102001,"Quasilocal Thermodynamics of Kerr and Kerr-anti-de Sitter Spacetimes and the AdS/CFT Correspondence"
9412087,"Effective Action for High-Energy Scattering in Gravity"
0106238,"A note on composite operators in N=4 SYM"
9710123,"Domain Walls Zoo in Supersymmetric QCD"
9909037,"A Monopole-Antimonopole Solution of the SU(2) Yang-Mills-Higgs Model"
9303107,"Some Remarks on the Two Parameters Quantum Algebra $SU_{p,k}$}"
0012166,"Derivative expansion for the effective action of chiral gauge fermions The normal parity component"
9807126,"New Results in Heat-Kernel Asymptotics on Manifolds with Boundary"
9809202,"Gravitational corrections to N=2 supersymmetric lagrangians"
9701123,"More Evidence for the WDVV Equations in N=2 SUSY Yang-Mills Theories"
9309121,"Self-Similar Potentials and q-Coherent States"
0203170,"Depilating Global Charge From Thermal Black Holes"
9705191,"On calculation of the off-shell renormalization functions in the R^2 gravity"
9508121,"On Relativistic Bose-Einstein Condensation"
9312096,"Quantum cohomology of flag manifolds and Toda lattices"
0208232,"PP-wave String Interactions from String Bit Model"
0304251,"On the Geometry of Matrix Models for N=1*"
9411097,"Current Directions in String Theory and Abstract Supersymmetry"
9303071,"The Geometric Structure of $W_N$-Gravity"
9812020,"Higher-derivative scalar field theories as constrained second-order theories"
9704067,"N=1 Supersymmetric Product Group Theories in the Coulomb Phase"
9808146,"All roads lead to Rome: Supersolvables and Supercosets"
0202024,"Moduli Stabilization for Intersecting Brane Worlds in Type 0 String Theory"
9409159,"Hamiltonian Field Systems on Composite Manifolds"
9406181,"Cosmology and Models of Supersymmetry Breaking in String Theory"
9610180,"Optical Approach for the Thermal Partition Function of Photons"
0012254,"A D2-brane realization of Maxwell-Chern-Simons-Higgs systems"
9503182,"NOTE ON MANIFEST LORENTZ AND GENERAL COORDINATE INVARIANCE IN DUALITY SYMMETRIC MODELS"
9503073,"Self-Adjoint Wheeler-DeWitt Operators, the Problem of Time and the Wave Function of the Universe"
9901162,"Prepotentials from Symmetric Products"
9502148,"Quantization of Higher Spin Superfields in the anti-de Sitter Superspace"
9411150,"The Berkovits-Vafa Construction and Nonlinear Realizations"
0111198,"On Spin(7) holonomy metric based on SU(3)/U(1): II"
0111196,"Emergent Gauge Bosons"
0212343,"Covariant Description of D-branes in IIA Plane-Wave Background"
0106283,"Solitonic Aspects of q-Field Theories"
0101112,"QED in external fields, a functional point of view"
9506206,"Two-dimensional Quantum-Corrected Eternal Black Hole"
9910160,"(Super)conformal many-body quantum mechanics with extended supersymmetry"
9307154,"Renormalization Group Approach to Matrix Models and Vector Models"
0108027,"Spin-Magnetic Field Interaction and Realization of Fractional Supersymmetry"
9902071,"Boundary Inflation"
0304141,"Consistent noncommutative quantum gauge theories?"
9403017,"Twisting of N=1 SUSY Gauge Theories and Heterotic Topological Theories"
0102142,"Field theory models for variable cosmological constant"
9611231,"Intertwiners in Orbifold Conformal Field Theories"
9503068,"Comments on Goods Proposal for New Rules of Quantization"
9601049,"Reflection K-Matrices of the 19-Vertex Model and XXZ Spin-1 Chain with General Boundary Terms"
0201196,"Instanton Number Calculus on Noncommutative R^4"
0007168,"SL(2, Z) Duality and 4-Dimensional Noncommutative Theories"
0003029,"Symplectic Fermions"
0007207,"Static and non-static quantum effects in two-dimensional dilaton gravity"
9603022,"Quantum mechanics in multiply connected spaces"
9711070,"Gribov ambiguities and the fundamental domain"
9603110,"S-duality and Canonical Transformations in String Theory"
9904162,"Vacuum polarization in Schwarzschild space-time by anomaly induced effective actions"
9809204,"Topics in M-Theory"
9504073,"Nonequilibrium problems in quantum field theory and Schwingers Closed Time Path formalism"
9404025,"Addendum to: ``Symmetries of the Bosonic String S-Matrix,"
0007072,"On Relation Between Moyal and Kontsevich Quantum Products Direct Evaluation up to the $bar^3$-Order"
9806024,"The No-ghost Theorem for AdS_3 and the Stringy Exclusion Principle"
9801076,"Branes and anti-de Sitter spacetimes"
0006139,"The Cosmological Constant Problem from a Brane-World Perspective"
9605087,"Couplings of self-dual tensor multiplet in six dimensions"
0107148,"A Braneworld Universe From Colliding Bubbles"
9503128,"Double expansion in asymptotically free theories"
0010206,"Giant Gravitons from Holomorphic Surfaces"
9308023,"String-Dominated Cosmology"
0001147,"U(1) Connection, Nonlinear Dirac-like Equations and Seiberg-Witten Equations"
9512055,"Consistent anomalies of the induced W gravities"
0303117,"Quantum deSitter cosmology and phantom matter"
9301077,"The $N=2$ super $W_4$ algebra and its associated generalized KdV hierarchies"
9207013,"On the two-boson picture of the KP hierarchy"
0208197,"Plane Waves: To infinity and beyond!"
9505106,"Multistring Vertices and Hyperbolic Kac Moody Algebras"
0209193,"Linearly-realised Worldsheet Supersymmetry in pp-wave Background"
9904142,"Comments on the IIA NS5-brane"
9401142,"Critical Composite Superconformal String"
9703004,"Deformations of a 2D charged black hole"
9206016,"Macroscopic Charged Heterotic String"
9407066,"Algebra of potentials of the volume-preserving vector fields"
9405134,"From Trees to Galaxies: The Potts Model on a Random Surface"
9312186,"Connes Model Building Kit"
0003151,"A Study of Holographic Renormalization Group Flows in d=6 and d=3"
0304013,"Superconformal boundary conditions for the WZW model"
9411165,"Symmetry Principles for String Theory"
0008038,"D-brane charge, flux quantisation and relative (co)homology"
0207256,"Cohomology and Bessel functions Theory"
9310180,"Bosonization of a Topological Coset Model and Non-Critical String Theory"
0106133,"Cosmology of the Planck Era from a Renormalization Group for Quantum Gravity"
0201040,"Baryogenesis by Brane-Collision"
0102177,"Phase transitions and bubble nucleations for a phi^6 model in curved spacetime"
9512152,"Type II Duality Symmetries in Six Dimensions"
9511184,"The Lax Pair by Dimensional Reduction of Chern-Simons Gauge Theory"
0209118,"Noncommutative instantons on $d=2n$ planes from matrix models"
9309089,"On dynamics of cylindrical and spherical relativistic domain walls of finite thickness"
9707142,"Effective Potential for D-brane in Constant Electromagnetic Field"
9702114,"Solving Gauss Laws and Searching Dirac Observables for the Four Interactions"
9505030,"On Black Holes in the Theory of Dilatonic Gravity Coupled to a Scalar Field"
9611004,"Evaluations of k-fold Euler/Zagier sums: a compendium of results for arbitrary k"
9805085,"A treatment of the Schwinger Model within Noncommutative Geometry"
9906236,"Chiral Symmetry restoration in the massive Thirring model at finite T and $u$: Dimensional reduction and the Coulomb gas"
9209078,"On the holomorphic factorization for superconformal fields"
0211182,"New Supersymmetric String Compactifications"
0001128,"Colour valued Scattering Matrices"
9607050,"String Duality--A Colloquium"
9902167,"Boundary Conformal Field Theories, Limit Sets of Kleinian Groups and Holography"
9411096,"Spontaneous supersymmetry breaking in N=3 supergravity with matter"
9403136,"Elliptic quantum many-body problem and double affine Knizhnik-Zamolodchikov equation"
0301191,"Classical stability of stringy wormholes in flat and AdS spaces"
9303002,"Super Black Holes"
9511221,"Continuum and Lattice Overlap for Chiral Fermions on the Torus"
0301024,"N=2 supergravity models with stable de Sitter vacua"
9409016,"W-Algebras from Soliton Equations and Heisenberg Subalgebras"
0006068,"A Brane World Solution to the Cosmological Constant Problem"
0207014,"Symmetry Breaking for Bosonic Systems on Orbifolds"
9607036,"Fusion of twisted representations"
0212031,"Duality between Noncommutative Yang-Mills-Chern-Simons and Non-Abelian Self-Dual Models"
9812204,"Topological Aspects of Quantum Chromodynamics"
0102166,"Gauge Invariances and Phases of Massive Higher Spins in (A)dS"
0110218,"Reflection Amplitudes of Boundary Toda Theories and Thermodynamic Bethe Ansatz"
9806125,"Evaluation Of Glueball Masses From Supergravity"
0110206,"3D heterotic string theory: new approach and extremal solutions"
0301035,"Thermal Partition Function of Superstring on Compactified PP-Wave"
9211113,"W-Gravity"
9912275,"D branes in string theory, II"
0103121,"Large-N_c meson theory"
9609175,"Nambu-Goto string with the Gauss-Bonnet term and point-like masses at the ends"
9312046,"Influence functionals and black body radiation"
9701069,"Introduction to S-Duality in N=2 Supersymmetric Gauge Theory (A pedagogical review of the work of Seiberg and Witten)"
9809104,"Hidden supersymmetry and Berezin quantization of N=2, D=3 spinning superparticles"
9610089,"Dilaton Stabilization and Supersymmetry Breaking by Dynamical Gaugino Condensation in the Linear Multiplet Formalism of String Effective Theory"
0105088,"Brane russian doll"
9209055,"Quantum Aspects of Black Holes"
9402068,"Spacetime locality of the antifield formalism : a mise au point"
9204051,"String amplitudes in arbitrary dimensions"
9906003,"String theory in Lorentz-invariant light cone gauge"
0210079,"Quantum Gravity, Cosmology, (Liouville) Strings and Lorentz Invariance"
9410114,"Finite W Algebras and Intermediate Statistics"
0002198,"On Type II NS5-branes in the presence of an RR field"
9901069,"BF Description of Higher-Dimensional Gravity Theories"
0011290,"Closed Universe in Mirage Cosmology"
9604174,"Topics in 2D integrable field theories with boundary interactions"
9906176,"Conformally Invariant Sigma Models on Anti de Sitter Spaces, Chern-Simons p-branes and W Geometry"
9311019,"Quantum Back Reaction on a Classical Field"
0102068,"Stability of bound states in the light-front Yukawa model"
9409076,"Scattering Theory and Correlation Functions in Statistical Models with a Line of Defect"
9906168,"Exact Embedding of N=1, D=7 Gauged Supergravity in D=11"
0006183,"Fine-tuning and the Wilson renormalization group"
9603103,"Quasi-Exactly Solvable Potentials on the Line and Orthogonal Polynomials"
0004067,"Gauge-invariant gravitational perturbations of maximally symmetric spacetimes"
9204018,"A naive matrix-model approach to two-dimensional quantum gravity coupled to matter of arbitrary central charge"
0111155,"tt* Geometry and Closed String Tachyon Potential"
9301119,"Hamiltonian Approach to 2D Dilaton-Gravities and Invariant Adm Mass"
0005068,"Supergravity Instantons and the Universal Hypermultiplet"
9408053,"Background Independent Algebraic Structures in Closed String Field Theory"
9905155,"Supergravity Solutions for BI Dyons"
9808151,"BRST Inner Product Spaces and the Gribov Obstruction"
9605057,"One loop renormalization of the 4-D Quantum Dilaton Gravity in Spherical symmetric background"
0103133,"Causality Violation and Naked Time Machines in AdS_5"
9608024,"D-branes and Short Distances in String Theory"
9501023,"Nonrelativistic Factorizable Scattering Theory of Multicomponent Calogero-Sutherland Model"
9705143,"Novel field theory phenomena from F theory and D-branes"
9807209,"Black hole - D-brane correspondence: An example"
0202200,"Non-commutative Space And Chan-Paton Algebra In Open String Field Algebra"
9401019,"Quantum Principal Fiber Bundles: Topological Aspects"
9204015,"Matter Coupling and Spontaneous Symmetry Breaking in Topological Gravity"
0206240,"Superstring with Extrinsic Curvature Action"
9608020,"String loop correction and the condensation of tachyon in 2d gravity"
9503159,"Higher-spin Realisations of the Bosonic String"
9607069,"Parallel Transport in Gauge Theory on $M_4 imes Z_2$ Geometry"
0208212,"The hi^4 quantum field in a scale invariant random metric"
9809137,"Multi--dimensional IWP Solutions for Heterotic String Theory"
9610001,"Quantizing N=2 matter-supergravity systems"
0012194,"N=1 M5-brane geometries"
0105053,"Dynamics of Nonintegrable Phases in Softly Broken Supersymmetric Gauge Theory with Massless Adjoint Matter"
9507162,"Standard Grand Unification from Superstrings"
9705130,"Branes, Orientifolds and the Creation of Elementary Strings"
9404045,"Exact Solution of 2D Poincare Gravity Coupled to Fermion Matter"
0203240,"On the generalized unitary parasupersymmetry algebra of Beckers-Debergh"
9703119,"On Hamiltonian structure of the spin Ruijsenaars-Schneider model"
0006201,"Sigma-model symmetry in orientifold models"
9310007,"The Cosmological Constant and Volume-Preserving Diffeomorphism Invariants"
0301089,"On Type II strings in exact superconformal non-constant RR backgrounds"
9906037,"The Light-Front SU(N) Yang-Mills Theory for the Weyl Gauge"
0103153,"On Fermion Masses, Gradient Flows and Potential in Supersymmetric Theories"
9805214,"The State-Vector Space for Two-Mode Parabosons and Charged Parabose Coherent States"
9803148,"Three-Dimensional Gauge Theories and ADE Monopoles"
9911011,"Solitons, Superpotentials and Calibrations"
9904113,"Candidates for anti-de Sitter Horizons"
9708139,"Trace Anomaly Induced Effective Action and Hawking Radiation for 2d Dilatonic Supergravity"
9301033,"String loop corrections to gauge and Yukawa couplings"
0002160,"Curvature Singularities: the Good, the Bad, and the Naked"
0005074,"The Ramond-Ramond self-dual Five-forms Partition Function on the Ten Torus"
0210230,"D-Branes at angle in pp-wave Background"
0206149,"Minimal modifications of the primordial power spectrum from an adiabatic short distance cutoff"
0302179,"BRST Quantization of Noncommutative Gauge Theories"
9612098,"Notes on SL(2) conformal fields theories Exact solution and applications"
0202043,"Exact One-Point Function of N=1 super-Liouville Theory with Boundary"
0009004,"Rationality of conformally invariant local correlation functions on compactified Minkowski space"
9812199,"Massless particle in 2d spacetime with constant curvature"
9801021,"Chern-Simons as a geometrical set up for three dimensional gauge theories"
0107008,"Symmetric Spaces with Conformal Symmetry"
0211096,"The Rotating Quantum Thermal Distribution"
9604157,"Conformal Solutions Of Duality Invariant 2D Magnetohydrodynamic Turbulence"
9409043,"Prepotentials for (2,2) Supergravity"
0011286,"Status of Microscopic Modeling of Black Holes by D1-D5 System"
9912260,"Exact Scattering States of Dirac-Born-Infeld Equation with Constant Background Fields"
0109169,"Spectral Properties of Yang-Mills Theory"
9304051,"Massless Flows II: the exact S-matrix approach"
9606032,"The Symmetric Space and Homogeneous sine-Gordon Theories"
0001077,"Open-string models with broken supersymmetry"
0005031,"D-branes and Strings as Non-commutative Solitons"
9612020,"Sphaleron in the dilatonic electroweak theory"
0212346,"Real Borcherds Superalgebras and M-theory"
9908205,"10 = 6 + 4"
9912214,"Normal Bundles, Pfaffians and Anomalies"
9405100,"On the Anomalous Magnetic Moment in Heterotic Superstrings"
9503158,"BRST Operators for Higher-spin Algebras"
9612038,"Techniques of Distributions in Perturbative Quantum Field Theory (II) Applications to Theory of Multiloop Diagrams"
0206215,"Bogomolny Yang-Mills-Higgs Solutions in (2+1) anti-de Sitter Space"
9201067,"Exact S-Matrices for Nonsimply-Laced Affine Toda Theories"
9206088,"Loops in the Curvature Matrix Model"
9706180,"Non-Critical Light-Cone String"
9905059,"String junctions on backgrounds with a positively charged orientifold plane"
9212121,"Physical nonlinear aspects of classical and quantum q-oscillators"
9702152,"Double Ernst Solution in Einstein-Kalb-Ramond Theory"
9307002,"Review of free-fermionic 4d string models"
0006057,"Effective Action - A Convergent Series - of QED"
9302114,"The covariant scattering and cohomology of $W_3$ strings"
9409025,"Yangians and Classical Lie Algebras"
9807064,"A Picture of D-branes at Strong Coupling II Spinning Partons"
9203027,"Altering the Symmetry of Wavefunctions in Quantum Algebras and Supersymmetry"
0107226,"Non-Linear/Non-Commutative Non-Abelian Monopoles"
0102127,"Core structure and exactly solvable models in dilaton gravity coupled to Maxwell and antisymmetric tensor fields"
9311087,"Renormalization-Group Improved Effective Lagrangian for Interacting Theories in Curved Spacetime"
0203163,"Brane Interaction as the Origin of Inflation"
